"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"(G(F(a))) | ((b) & (G(F(c)))) | ((!(b)) & (F(G(!(c)))))","fmerg","ok",0,0.00384147,7,17,64,1,7,1,1,1,"HOA: v1 name: ""SLAA for GFa | (b & GFc) | (!b & FG!c)"" States: 7 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete univ-branch --BODY-- State: 0 ""GFa | (b & GFc) | (!b & FG!c)"" [0] 1 [!0] 1&2 [1&2] 3 [1&!2] 3&4 [!1&!2] 5 [!1&2] 5 State: 1 ""GFa"" [0] 1 [!0] 1&2 State: 2 ""Fa"" [0] 6 [!0] 2 {0} State: 3 ""GFc"" [2] 3 [!2] 3&4 State: 4 ""Fc"" [2] 6 [!2] 4 {0} State: 5 ""FG!c"" [!2] 5 [2] 5 {0} State: 6 ""t"" [t] 6 --END--"
"(G(F(a))) | ((b) & (G(F(c)))) | ((!(b)) & (F(G(!(c)))))","basic","ok",0,0.00352202,8,18,74,1,8,2,1,0,"HOA: v1 name: ""SLAA for GFa | (b & GFc) | (!b & FG!c)"" States: 8 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc univ-branch --BODY-- State: 0 ""GFa | (b & GFc) | (!b & FG!c)"" [0] 1 [!0] 1&2 [1&2] 3 [1&!2] 3&4 [!1&!2] 5 [!1] 6 State: 1 ""GFa"" [0] 1 [!0] 1&2 State: 2 ""Fa"" [0] 7 [!0] 2 {0} State: 3 ""GFc"" [2] 3 [!2] 3&4 State: 4 ""Fc"" [2] 7 [!2] 4 {0} State: 5 ""G!c"" [!2] 5 State: 6 ""FG!c"" [!2] 5 [t] 6 {0} State: 7 ""t"" [t] 7 --END--"
"(G(F(a))) | ((b) & (G(F(c)))) | ((!(b)) & (F(G(!(c)))))","fgmerg","ok",0,0.00691971,4,12,40,5,4,1,1,1,"HOA: v1 name: ""SLAA for GFa | (b & GFc) | (!b & FG!c)"" States: 4 Start: 0 AP: 3 ""a"" ""b"" ""c"" Acceptance: 5 Fin(4) & (Inf(3) | Fin(2)) & (Inf(1) | Fin(0)) properties: trans-labels explicit-labels trans-acc complete --BODY-- State: 0 ""GFa | (b & GFc) | (!b & FG!c)"" [0] 1 [!0] 1 [1&2] 2 [1&!2] 2 [!1&!2] 3 [!1&2] 3 State: 1 ""GFa"" [0] 1 {1} [!0] 1 {0} State: 2 ""GFc"" [2] 2 {3} [!2] 2 {2} State: 3 ""FG!c"" [!2] 3 [2] 3 {4} --END--"
"(G(F(a))) | ((b) & (G(F(c)))) | ((!(b)) & (F(G(!(c)))))","ltl3ba","ok",0,0.0141176,8,15,72,1,8,2,1,0,"HOA: v1 name: ""VWAA for ([](<>(a))) || ((b) && ([](<>(c)))) || ((!(b)) && (<>([](!(c)))))"" States: 8 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc univ-branch very-weak --BODY-- State: 0 ""((GF(a) || ((b) && GF(c))) || (!((b)) && FG!((c))))"" [t] 5 [1] 3 [!1] 1 State: 1 ""FG!((c))"" {0} [!2] 2 [t] 1 State: 2 ""G!((c))"" [!2] 2 State: 3 ""GF(c)"" [2] 3 [!2] 3&4 State: 4 ""F(c)"" {0} [2] 7 [!2] 4 State: 5 ""GF(a)"" [0] 5 [!0] 5&6 State: 6 ""F(a)"" {0} [0] 7 [!0] 6 State: 7 ""t"" [t] 7 --END--"
"F(G(a))","fmerg","ok",0,0.0035522,1,2,2,1,1,0,0,1,"HOA: v1 name: ""SLAA for FGa"" States: 1 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 ""FGa"" [0] 0 [!0] 0 {0} --END--"
"F(G(a))","basic","ok",0,0.00359025,2,3,4,1,2,1,1,0,"HOA: v1 name: ""SLAA for FGa"" States: 2 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""FGa"" [0] 1 [t] 0 {0} State: 1 ""Ga"" [0] 1 --END--"
"F(G(a))","fgmerg","ok",0,0.00302533,1,2,2,1,1,0,0,1,"HOA: v1 name: ""SLAA for FGa"" States: 1 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 ""FGa"" [0] 0 [!0] 0 {0} --END--"
"F(G(a))","ltl3ba","ok",0,0.0171161,2,3,4,1,2,1,1,0,"HOA: v1 name: ""VWAA for <>([](a))"" States: 2 Start: 0 AP: 1 ""a"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc very-weak --BODY-- State: 0 ""FG(a)"" {0} [0] 1 [t] 0 State: 1 ""G(a)"" [0] 1 --END--"
"(a) | (X((G(b)) | (F(G((c) & (F(d)))))))","fmerg","ok",0,0.00576804,6,13,104,1,6,2,1,0,"HOA: v1 name: ""SLAA for a | X(Gb | FG(c & Fd))"" States: 6 Start: 0 AP: 4 ""a"" ""b"" ""c"" ""d"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc univ-branch --BODY-- State: 0 ""a | X(Gb | FG(c & Fd))"" [0] 5 [!0] 1 State: 1 ""Gb | FG(c & Fd)"" [1] 2 [2&3] 3 [!2 | !3] 3 [2&!3] 3&4 State: 2 ""Gb"" [1] 2 State: 3 ""FG(c & Fd)"" [2&3] 3 [!2 | !3] 3 {0} [2&!3] 3&4 State: 4 ""Fd"" [3] 5 [!3] 4 {0} State: 5 ""t"" [t] 5 --END--"
"(a) | (X((G(b)) | (F(G((c) & (F(d)))))))","basic","ok",0,0.00516709,7,15,120,1,7,2,1,0,"HOA: v1 name: ""SLAA for a | X(Gb | FG(c & Fd))"" States: 7 Start: 0 AP: 4 ""a"" ""b"" ""c"" ""d"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc univ-branch --BODY-- State: 0 ""a | X(Gb | FG(c & Fd))"" [0] 6 [!0] 1 State: 1 ""Gb | FG(c & Fd)"" [1] 2 [2&3] 3 [2&!3] 3&4 [t] 5 State: 2 ""Gb"" [1] 2 State: 3 ""G(c & Fd)"" [2&3] 3 [2&!3] 3&4 State: 4 ""Fd"" [3] 6 [!3] 4 {0} State: 5 ""FG(c & Fd)"" [2&3] 3 [2&!3] 3&4 [t] 5 {0} State: 6 ""t"" [t] 6 --END--"
"(a) | (X((G(b)) | (F(G((c) & (F(d)))))))","fgmerg","ok",0,0.00360964,5,11,80,3,5,1,1,0,"HOA: v1 name: ""SLAA for a | X(Gb | FG(c & Fd))"" States: 5 Start: 0 AP: 4 ""a"" ""b"" ""c"" ""d"" Acceptance: 3 Fin(0) & (Inf(2) | Fin(1)) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""a | X(Gb | FG(c & Fd))"" [0] 4 [!0] 1 State: 1 ""Gb | FG(c & Fd)"" [1] 2 [2&3] 3 [!2] 3 [2&!3] 3 State: 2 ""Gb"" [1] 2 State: 3 ""FG(c & Fd)"" [2&3] 3 {2} [!2] 3 {0} [2&!3] 3 {1} State: 4 ""t"" [t] 4 --END--"
"(a) | (X((G(b)) | (F(G((c) & (F(d)))))))","ltl3ba","ok",0,0.0143065,7,13,112,1,7,2,1,0,"HOA: v1 name: ""VWAA for (a) || (X(([](b)) || (<>([]((c) && (<>(d)))))))"" States: 7 Start: 0 AP: 4 ""a"" ""b"" ""c"" ""d"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc univ-branch very-weak --BODY-- State: 0 ""((a) || X ((G(b) || FG((c) && F(d)))))"" [0] 6 [!0] 1 State: 1 ""(G(b) || FG((c) && F(d)))"" [1] 5 [t] 2 State: 2 ""FG((c) && F(d))"" {0} [2&3] 3 [2&!3] 3&4 [t] 2 State: 3 ""G((c) && F(d))"" [2&3] 3 [2&!3] 3&4 State: 4 ""F(d)"" {0} [3] 6 [!3] 4 State: 5 ""G(b)"" [1] 5 State: 6 ""t"" [t] 6 --END--"
"G((a) | ((b) & (F(G(c)))))","fmerg","ok",0,0.00356341,2,4,14,1,2,0,0,0,"HOA: v1 name: ""SLAA for G(a | (b & FGc))"" States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic univ-branch --BODY-- State: 0 ""G(a | (b & FGc))"" [0] 0 [!0&1] 0&1 State: 1 ""FGc"" [2] 1 [!2] 1 {0} --END--"
